Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 17,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 22,eFG%.1,TOV%.1,DRB%,FT/FGA.1,Unnamed: 27,Arena,Attend.,Attend./G,Year,G,MP,FG%,Dist.,Unnamed: 6,2P,0-3,3-10,10-16,16-3P,3P,Unnamed: 13,2P.1,0-3.1,3-10.1,10-16.1,16-3P.1,3P.1,Unnamed: 20,2P.2,3P.2,Unnamed: 23,%FGA,Md.,Unnamed: 26,%FGA.1,Md..1,Unnamed: 29,%3PA,3P%,Unnamed: 32,Att.,Md..2
1.0,Milwaukee Bucks*,26.9,60.0,22.0,61.0,21.0,8.87,-0.82,8.04,113.8,105.2,8.6,103.3,0.255,0.419,0.583,,0.55,12.0,20.8,0.197,,0.503,11.5,80.3,0.162,,Fiserv Forum,721692.0,17602.0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Golden State Warriors*,28.4,57.0,25.0,56.0,26.0,6.46,-0.04,6.42,115.9,109.5,6.4,100.9,0.227,0.384,0.596,,0.565,12.6,22.5,0.182,,0.508,11.7,77.1,0.205,,Oracle Arena,803436.0,19596.0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,Toronto Raptors*,27.3,58.0,24.0,56.0,26.0,6.09,-0.6,5.49,113.1,107.1,6.0,100.2,0.247,0.379,0.579,,0.543,12.4,21.9,0.198,,0.509,13.1,77.1,0.19,,Scotiabank Arena,812822.0,19825.0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,Utah Jazz*,27.3,50.0,32.0,54.0,28.0,5.26,0.03,5.28,110.9,105.7,5.2,100.3,0.295,0.394,0.572,,0.538,13.4,22.9,0.217,,0.507,12.4,80.3,0.189,,Vivint Smart Home Arena,750546.0,18306.0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,Houston Rockets*,29.2,53.0,29.0,53.0,29.0,4.77,0.19,4.96,115.5,110.7,4.8,97.9,0.279,0.519,0.581,,0.542,12.0,22.8,0.221,,0.525,13.4,74.4,0.21,,Toyota Center,740392.0,18058.0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,Boston Celtics*,25.7,49.0,33.0,52.0,30.0,4.44,-0.54,3.9,112.2,107.8,4.4,99.6,0.215,0.381,0.567,,0.534,11.5,21.6,0.173,,0.514,13.4,77.0,0.198,,TD Garden,763584.0,18624.0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,Portland Trail Blazers*,26.2,53.0,29.0,51.0,31.0,4.2,0.24,4.43,114.7,110.5,4.2,99.1,0.258,0.339,0.568,,0.528,12.1,26.6,0.21,,0.516,11.0,77.9,0.195,,Moda Center,799345.0,19496.0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,Denver Nuggets*,24.9,54.0,28.0,51.0,31.0,3.95,0.24,4.19,113.0,108.9,4.1,97.7,0.232,0.348,0.558,,0.527,11.9,26.6,0.175,,0.521,12.3,78.0,0.194,,Pepsi Center,756457.0,18450.0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,Indiana Pacers*,27.0,48.0,34.0,50.0,32.0,3.33,-0.57,2.76,109.9,106.5,3.4,98.1,0.242,0.292,0.561,,0.53,12.4,21.9,0.182,,0.516,14.1,76.2,0.184,,Bankers Life Fieldhouse,689310.0,16812.0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,Oklahoma City Thunder*,25.7,49.0,33.0,50.0,32.0,3.4,0.15,3.56,110.3,107.0,3.3,102.8,0.266,0.347,0.545,,0.514,11.7,26.0,0.19,,0.523,14.4,78.2,0.206,,Chesapeake Energy Arena,746323.0,18203.0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,Philadelphia 76ers*,26.4,51.0,31.0,48.0,34.0,2.7,-0.44,2.25,112.6,110.0,2.6,101.6,0.312,0.342,0.574,,0.532,12.9,24.5,0.241,,0.512,11.1,78.6,0.206,,Wells Fargo Center,838342.0,20447.0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,San Antonio Spurs*,28.8,48.0,34.0,45.0,37.0,1.68,0.12,1.8,112.9,111.2,1.7,98.3,0.237,0.286,0.572,,0.534,11.0,21.0,0.194,,0.528,11.0,79.4,0.17,,AT&T Center,750616.0,18308.0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,Los Angeles Clippers*,27.2,48.0,34.0,43.0,39.0,0.85,0.23,1.09,112.4,111.5,0.9,101.7,0.326,0.295,0.575,,0.529,12.7,22.0,0.258,,0.514,11.4,76.0,0.224,,STAPLES Center,710327.0,17325.0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,Orlando Magic*,25.7,42.0,40.0,43.0,39.0,0.71,-0.43,0.28,108.9,108.1,0.8,98.1,0.216,0.36,0.55,,0.518,11.9,22.0,0.168,,0.515,11.8,79.7,0.186,,Amway Center,720024.0,17431.0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,Brooklyn Nets*,25.4,42.0,40.0,41.0,41.0,-0.07,-0.33,-0.4,109.6,109.7,-0.1,100.8,0.284,0.403,0.556,,0.52,13.0,23.8,0.211,,0.512,11.6,76.4,0.19,,Barclays Center,612597.0,14941.0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,Detroit Pistons*,26.9,41.0,41.0,40.0,42.0,-0.24,-0.31,-0.56,109.0,109.2,-0.2,97.4,0.262,0.394,0.544,,0.509,12.3,24.8,0.195,,0.526,12.8,78.7,0.211,,Little Caesars Arena,675963.0,16487.0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,Miami Heat,27.0,39.0,43.0,40.0,42.0,-0.23,-0.22,-0.45,107.3,107.6,-0.3,98.2,0.247,0.368,0.542,,0.515,13.1,24.8,0.172,,0.51,12.7,77.6,0.201,,AmericanAirlines Arena,805264.0,19641.0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,Sacramento Kings,24.8,39.0,43.0,38.0,44.0,-1.12,0.31,-0.81,110.4,111.5,-1.1,103.1,0.244,0.321,0.554,,0.524,11.5,23.1,0.177,,0.533,13.6,75.5,0.207,,Golden 1 Center,700975.0,17097.0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,Charlotte Hornets,26.6,39.0,43.0,38.0,44.0,-1.1,-0.22,-1.32,111.4,112.5,-1.1,98.7,0.257,0.378,0.554,,0.514,10.9,21.7,0.205,,0.538,12.1,77.1,0.179,,Spectrum Center,676570.0,16502.0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,New Orleans Pelicans,25.7,33.0,49.0,38.0,44.0,-1.33,0.23,-1.1,111.4,112.6,-1.2,103.3,0.254,0.324,0.563,,0.529,12.6,24.1,0.193,,0.532,11.6,76.8,0.193,,Smoothie King Center,656183.0,16004.0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,Dallas Mavericks,26.9,33.0,49.0,38.0,44.0,-1.28,0.42,-0.87,109.4,110.7,-1.3,99.0,0.291,0.422,0.555,,0.519,12.7,22.7,0.216,,0.522,11.6,77.5,0.191,,American Airlines Center,820569.0,20014.0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,Minnesota Timberwolves,26.2,36.0,46.0,37.0,45.0,-1.5,0.48,-1.02,111.4,112.9,-1.5,100.2,0.267,0.315,0.552,,0.511,11.4,24.6,0.21,,0.538,12.9,74.9,0.19,,Target Center,627543.0,15306.0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,Los Angeles Lakers,26.2,37.0,45.0,37.0,45.0,-1.72,0.39,-1.33,107.8,109.5,-1.7,103.2,0.257,0.342,0.554,,0.527,13.4,22.2,0.18,,0.516,12.2,76.4,0.192,,STAPLES Center,778877.0,18997.0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,Memphis Grizzlies,27.7,33.0,49.0,34.0,48.0,-2.6,0.51,-2.08,106.1,108.8,-2.7,96.6,0.272,0.342,0.548,,0.508,12.9,20.0,0.21,,0.521,13.9,77.6,0.232,,FedEx Forum,638332.0,15569.0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,Washington Wizards,26.5,32.0,50.0,34.0,48.0,-2.9,-0.4,-3.3,111.1,113.9,-2.8,101.4,0.266,0.37,0.567,,0.531,12.3,21.3,0.204,,0.546,13.5,74.1,0.199,,Capital One Arena,716996.0,17448.0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,Atlanta Hawks,25.1,29.0,53.0,27.0,55.0,-6.02,-0.04,-6.06,108.1,113.9,-5.8,103.9,0.255,0.403,0.555,,0.522,14.3,24.7,0.192,,0.541,12.8,76.4,0.237,,State Farm Arena,628440.0,15328.0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,Chicago Bulls,24.0,22.0,60.0,21.0,61.0,-8.41,0.1,-8.32,104.8,113.2,-8.4,99.0,0.235,0.295,0.541,,0.505,12.7,19.4,0.184,,0.541,11.9,77.3,0.188,,United Center,823475.0,20085.0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,New York Knicks,23.4,17.0,65.0,19.0,63.0,-9.21,0.28,-8.93,104.5,113.7,-9.2,99.6,0.27,0.334,0.529,,0.49,12.4,22.1,0.205,,0.533,11.7,76.1,0.203,,Madison Square Garden (IV),779087.0,19002.0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,Phoenix Suns,24.0,19.0,63.0,19.0,63.0,-9.34,0.73,-8.61,105.9,115.1,-9.2,100.5,0.259,0.335,0.552,,0.514,13.8,20.5,0.202,,0.545,13.5,72.5,0.236,,Talking Stick Resort Arena,627023.0,15293.0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,Cleveland Cavaliers,25.2,19.0,63.0,19.0,63.0,-9.61,0.22,-9.39,107.7,117.6,-9.9,96.6,0.236,0.332,0.54,,0.503,12.2,23.7,0.187,,0.564,11.5,77.0,0.181,,Quicken Loans Arena,793337.0,19350.0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,League Average,26.4,,,41.0,41.0,0.0,0.0,0.0,110.4,110.4,,100.0,0.259,0.359,0.56,,0.524,12.4,22.9,0.198,,0.524,12.4,77.1,0.198,,,732148.0,17853.0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,Houston Rockets*,29.8,65.0,17.0,61.0,21.0,8.48,-0.27,8.21,114.7,106.1,8.6,97.6,0.298,0.502,0.59,,0.551,12.7,21.3,0.233,,0.521,13.4,79.9,0.171,,Toyota Center,732722.0,17871.0,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Toronto Raptors*,25.8,59.0,23.0,60.0,22.0,7.78,-0.49,7.29,113.8,105.9,7.9,97.4,0.25,0.377,0.575,,0.539,12.1,23.0,0.198,,0.501,13.0,77.7,0.212,,Air Canada Centre,813431.0,19840.0,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,Golden State Warriors*,28.8,58.0,24.0,56.0,26.0,5.98,-0.19,5.79,113.6,107.6,6.0,99.6,0.239,0.339,0.603,,0.569,14.1,21.0,0.195,,0.504,12.6,76.3,0.186,,Oracle Arena,803436.0,19596.0,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,Utah Jazz*,26.7,48.0,34.0,53.0,29.0,4.3,0.17,4.47,108.4,103.9,4.5,95.7,0.26,0.357,0.564,,0.527,13.7,21.5,0.202,,0.506,14.0,79.8,0.19,,Vivint Smart Home Arena,734806.0,17922.0,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,Philadelphia 76ers*,25.8,52.0,30.0,53.0,29.0,4.5,-0.2,4.3,109.5,105.0,4.5,99.8,0.263,0.344,0.568,,0.535,14.6,25.3,0.198,,0.492,12.6,78.6,0.218,,Wells Fargo Center,833503.0,20361.0,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,Boston Celtics*,24.7,55.0,27.0,51.0,31.0,3.59,-0.35,3.23,107.6,103.9,3.7,96.0,0.243,0.357,0.552,,0.518,13.0,21.5,0.188,,0.495,13.0,78.4,0.191,,TD Garden,763584.0,18624.0,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,Oklahoma City Thunder*,27.3,48.0,34.0,50.0,32.0,3.41,0.0,3.42,110.7,107.2,3.5,96.7,0.275,0.345,0.546,,0.514,12.4,27.7,0.197,,0.525,14.7,77.4,0.193,,Chesapeake Energy Arena,746322.0,18203.0,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,San Antonio Spurs*,29.3,47.0,35.0,49.0,33.0,2.89,0.0,2.89,107.9,104.8,3.1,95.0,0.245,0.282,0.543,,0.507,12.2,23.7,0.189,,0.507,13.2,78.6,0.17,,AT&T Center,754562.0,18404.0,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,Portland Trail Blazers*,25.6,49.0,33.0,48.0,34.0,2.6,0.0,2.6,109.1,106.4,2.7,96.5,0.24,0.324,0.549,,0.511,12.3,23.3,0.192,,0.503,11.7,79.1,0.193,,Moda Center,795750.0,19409.0,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,Minnesota Timberwolves*,27.1,47.0,35.0,47.0,35.0,2.23,0.12,2.35,113.4,111.1,2.3,96.0,0.28,0.261,0.566,,0.523,11.4,24.4,0.225,,0.539,13.9,76.4,0.189,,Target Center,699308.0,17056.0,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,Denver Nuggets,25.1,46.0,36.0,45.0,37.0,1.48,0.09,1.57,112.5,111.0,1.5,96.8,0.258,0.357,0.57,,0.536,13.4,25.7,0.198,,0.539,12.6,77.5,0.173,,Pepsi Center,702796.0,17141.0,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,Indiana Pacers*,26.2,48.0,34.0,45.0,37.0,1.38,-0.2,1.18,109.5,108.1,1.4,96.0,0.222,0.284,0.557,,0.525,12.3,22.7,0.173,,0.527,14.2,76.2,0.174,,Bankers Life Fieldhouse,658119.0,16052.0,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,New Orleans Pelicans*,27.6,48.0,34.0,44.0,38.0,1.3,0.18,1.48,109.6,108.3,1.3,100.5,0.237,0.319,0.573,,0.541,13.3,20.0,0.183,,0.513,12.5,76.7,0.175,,Smoothie King Center,673920.0,16437.0,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,Cleveland Cavaliers*,30.6,50.0,32.0,43.0,39.0,0.94,-0.35,0.59,112.9,111.9,1.0,98.0,0.275,0.379,0.584,,0.547,12.6,20.1,0.214,,0.54,12.2,77.3,0.166,,Quicken Loans Arena,843042.0,20562.0,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,Washington Wizards*,26.9,43.0,39.0,43.0,39.0,0.59,-0.06,0.53,109.3,108.7,0.6,96.6,0.254,0.31,0.56,,0.525,13.3,23.5,0.196,,0.522,13.6,77.1,0.212,,Capital One Arena,739302.0,18032.0,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,Miami Heat*,26.5,44.0,38.0,42.0,40.0,0.48,-0.33,0.15,106.8,106.3,0.5,95.6,0.229,0.358,0.551,,0.52,13.3,21.5,0.173,,0.507,13.1,79.0,0.215,,AmericanAirlines Arena,804850.0,19630.0,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,Charlotte Hornets,26.6,36.0,46.0,42.0,40.0,0.26,-0.19,0.07,109.4,109.1,0.3,98.4,0.312,0.314,0.549,,0.508,11.4,22.2,0.233,,0.532,12.4,80.7,0.165,,Spectrum Center,671404.0,16376.0,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,Los Angeles Clippers,27.0,42.0,40.0,41.0,41.0,0.04,0.11,0.15,110.3,110.2,0.1,98.7,0.299,0.314,0.564,,0.527,13.2,23.5,0.222,,0.52,12.6,76.1,0.203,,STAPLES Center,697812.0,17020.0,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,Detroit Pistons,25.9,39.0,43.0,41.0,41.0,-0.15,-0.11,-0.26,107.2,107.3,-0.1,96.2,0.227,0.333,0.543,,0.512,12.3,22.7,0.169,,0.524,13.7,78.5,0.172,,Little Caesars Arena,713945.0,17413.0,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,Milwaukee Bucks*,25.9,44.0,38.0,40.0,42.0,-0.3,-0.15,-0.45,109.8,110.1,-0.3,96.2,0.281,0.297,0.571,,0.531,12.9,20.4,0.22,,0.528,14.2,75.9,0.22,,BMO Harris Bradley Center,685303.0,16856.0,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,Los Angeles Lakers,23.7,35.0,47.0,37.0,45.0,-1.55,0.11,-1.44,106.5,108.0,-1.5,100.3,0.264,0.329,0.548,,0.517,13.8,23.6,0.188,,0.514,12.5,77.7,0.19,,STAPLES Center,776327.0,18935.0,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,Dallas Mavericks,27.7,24.0,58.0,33.0,49.0,-3.04,0.34,-2.7,106.3,109.5,-3.2,95.6,0.217,0.382,0.544,,0.513,11.6,18.0,0.166,,0.532,12.9,78.9,0.193,,American Airlines Center,811453.0,19792.0,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,New York Knicks,26.3,29.0,53.0,32.0,50.0,-3.56,0.03,-3.53,107.1,110.7,-3.6,96.8,0.216,0.266,0.544,,0.51,13.3,24.1,0.17,,0.522,12.2,76.7,0.208,,Madison Square Garden (IV),792608.0,19332.0,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,Brooklyn Nets,25.1,28.0,54.0,31.0,51.0,-3.74,0.07,-3.67,106.9,110.6,-3.7,98.9,0.26,0.411,0.551,,0.514,13.6,21.0,0.201,,0.517,11.0,77.0,0.201,,Barclays Center,640010.0,15376.0,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,Orlando Magic,25.6,25.0,57.0,28.0,54.0,-4.82,-0.1,-4.92,105.2,110.1,-4.9,98.1,0.238,0.342,0.545,,0.512,13.3,20.0,0.18,,0.525,12.8,75.6,0.187,,Amway Center,734531.0,17915.0,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,Atlanta Hawks,25.4,24.0,58.0,27.0,55.0,-5.45,0.15,-5.3,105.0,110.6,-5.6,98.3,0.236,0.363,0.547,,0.512,14.1,21.1,0.185,,0.536,13.6,76.2,0.183,,Philips Arena,590769.0,14409.0,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,Memphis Grizzlies,26.0,22.0,60.0,25.0,57.0,-6.21,0.39,-5.81,104.5,111.0,-6.5,94.9,0.255,0.317,0.539,,0.5,14.0,22.4,0.201,,0.529,13.8,76.5,0.256,,FedEx Forum,653863.0,15948.0,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,Chicago Bulls,24.4,27.0,55.0,23.0,59.0,-7.04,0.2,-6.84,103.8,110.9,-7.1,98.3,0.216,0.35,0.529,,0.497,12.6,20.6,0.164,,0.542,12.4,80.6,0.184,,United Center,851824.0,20776.0,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,Sacramento Kings,26.4,27.0,55.0,23.0,59.0,-6.99,0.39,-6.6,103.7,111.1,-7.4,94.9,0.194,0.278,0.529,,0.502,12.8,21.5,0.143,,0.542,13.5,77.6,0.199,,Golden 1 Center,714680.0,17431.0,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,Phoenix Suns,23.7,21.0,61.0,19.0,63.0,-9.37,0.57,-8.8,103.5,112.8,-9.3,100.3,0.275,0.32,0.532,,0.495,13.9,22.5,0.203,,0.533,11.9,76.5,0.212,,Talking Stick Resort Arena,690576.0,16843.0,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,League Average,26.6,,,41.0,41.0,0.0,0.0,0.0,108.6,108.6,,97.3,0.252,0.337,0.556,,0.521,13.0,22.3,0.193,,0.521,13.0,77.7,0.193,,,737485.0,17989.0,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,Golden State Warriors*,26.6,67.0,15.0,65.0,17.0,10.1,-0.09,10.01,111.6,101.4,10.2,98.3,0.239,0.311,0.571,,0.54,13.1,24.1,0.184,,0.47,14.3,74.5,0.217,,Oracle Arena,803436.0,19596.0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Los Angeles Clippers*,28.8,56.0,26.0,58.0,24.0,6.59,0.22,6.8,112.4,105.5,6.9,94.7,0.303,0.322,0.565,,0.533,11.6,22.8,0.215,,0.493,13.2,75.7,0.231,,STAPLES Center,785892.0,19168.0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,San Antonio Spurs*,29.8,55.0,27.0,58.0,24.0,6.2,0.14,6.34,108.5,102.0,6.5,93.8,0.256,0.269,0.555,,0.517,13.1,23.4,0.2,,0.484,13.3,77.3,0.19,,AT&T Center,762855.0,18606.0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,Atlanta Hawks*,27.8,60.0,22.0,56.0,26.0,5.43,-0.68,4.75,108.9,103.1,5.8,93.9,0.259,0.321,0.563,,0.527,13.5,21.4,0.201,,0.492,14.9,73.4,0.185,,Philips Arena,713909.0,17412.0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,Cleveland Cavaliers*,26.9,53.0,29.0,53.0,29.0,4.48,-0.4,4.08,111.1,106.3,4.8,92.3,0.287,0.334,0.557,,0.52,13.4,26.8,0.216,,0.502,12.6,74.7,0.177,,Quicken Loans Arena,843042.0,20562.0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,Portland Trail Blazers*,27.0,51.0,31.0,53.0,29.0,4.23,0.18,4.41,108.2,103.7,4.5,94.2,0.225,0.316,0.544,,0.508,12.6,24.2,0.18,,0.476,11.3,76.2,0.182,,Moda Center,798368.0,19472.0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,Houston Rockets*,27.6,56.0,26.0,50.0,32.0,3.44,0.38,3.82,107.0,103.4,3.6,96.5,0.312,0.392,0.548,,0.512,15.0,26.8,0.223,,0.486,14.6,72.9,0.208,,Toyota Center,747412.0,18230.0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,Memphis Grizzlies*,29.6,55.0,27.0,50.0,32.0,3.24,0.38,3.62,105.7,102.2,3.5,92.0,0.276,0.184,0.531,,0.489,12.6,24.7,0.214,,0.492,14.5,75.3,0.183,,FedEx Forum,710502.0,17329.0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,Toronto Raptors*,26.1,49.0,33.0,49.0,33.0,3.07,-0.62,2.45,111.0,107.7,3.3,92.8,0.295,0.302,0.553,,0.508,12.0,25.6,0.232,,0.506,13.4,73.3,0.208,,Air Canada Centre,809824.0,19752.0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,Chicago Bulls*,28.8,50.0,32.0,50.0,32.0,3.0,-0.46,2.54,107.5,104.3,3.2,92.8,0.304,0.269,0.536,,0.489,12.9,27.0,0.238,,0.473,11.3,74.4,0.182,,United Center,886612.0,21625.0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,Dallas Mavericks*,29.9,50.0,32.0,49.0,33.0,2.9,0.46,3.36,109.5,106.4,3.1,95.2,0.262,0.296,0.55,,0.515,11.9,23.6,0.197,,0.503,14.7,72.2,0.204,,American Airlines Center,827702.0,20188.0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,Oklahoma City Thunder,25.4,45.0,37.0,47.0,35.0,2.18,0.28,2.47,107.8,105.5,2.3,95.7,0.284,0.262,0.532,,0.492,13.1,28.9,0.214,,0.489,12.4,75.6,0.213,,Chesapeake Energy Arena,746323.0,18203.0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,New Orleans Pelicans*,25.3,45.0,37.0,43.0,39.0,0.79,0.34,1.13,108.2,107.3,0.9,91.4,0.263,0.233,0.537,,0.501,12.5,27.1,0.198,,0.496,11.7,75.1,0.195,,Smoothie King Center,683757.0,16677.0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,Washington Wizards*,28.6,46.0,36.0,43.0,39.0,0.72,-0.55,0.17,103.7,103.0,0.7,93.7,0.259,0.203,0.534,,0.499,14.0,24.9,0.192,,0.481,12.9,77.3,0.21,,Verizon Center,747796.0,18239.0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,Milwaukee Bucks*,24.6,41.0,41.0,42.0,40.0,0.43,-0.52,-0.09,102.7,102.2,0.5,94.1,0.258,0.223,0.536,,0.499,15.5,25.4,0.195,,0.487,15.9,73.3,0.221,,BMO Harris Bradley Center,593910.0,14813.0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,Indiana Pacers,28.3,38.0,44.0,42.0,40.0,0.28,-0.51,-0.23,103.5,103.2,0.3,93.2,0.266,0.255,0.523,,0.484,13.1,24.0,0.201,,0.478,12.0,77.9,0.217,,Bankers Life Fieldhouse,691434.0,16864.0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,Utah Jazz,23.4,38.0,44.0,42.0,40.0,0.22,0.49,0.71,105.1,104.9,0.2,90.4,0.297,0.274,0.531,,0.494,14.6,29.1,0.214,,0.491,12.8,76.3,0.199,,EnergySolutions Arena,772059.0,18831.0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,Boston Celtics*,25.0,40.0,42.0,41.0,41.0,0.16,-0.56,-0.4,104.7,104.5,0.2,95.8,0.233,0.28,0.523,,0.489,12.5,24.7,0.176,,0.494,13.7,75.0,0.208,,TD Garden,721350.0,17594.0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,Phoenix Suns,25.7,39.0,43.0,38.0,44.0,-0.9,0.52,-0.38,105.3,106.2,-0.9,96.3,0.251,0.291,0.537,,0.501,13.7,24.5,0.191,,0.497,14.0,73.5,0.221,,US Airways Center,693862.0,16923.0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,Detroit Pistons,25.9,32.0,50.0,38.0,44.0,-1.0,-0.39,-1.39,105.3,106.4,-1.1,92.8,0.261,0.29,0.515,,0.482,12.3,27.7,0.184,,0.502,13.2,75.0,0.192,,The Palace of Auburn Hills,625917.0,15266.0,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
